date,forecast_sales
2021-09-21,70.70243780630874
2021-09-22,87.95782911514958
2021-09-23,92.45928075432855
2021-09-24,93.53242675374436
2021-09-25,93.68403165573835
2021-09-26,93.58792293955678
2021-09-27,93.42522789662179
2021-09-28,93.24463420546888
2021-09-29,93.05922929219803
2021-09-30,92.87253110482142
2021-10-01,92.68548528063413
2021-10-02,92.4983460104004
2021-10-03,92.31118162152752
2021-10-04,92.12401048067257
2021-10-05,91.93683752486012
2021-10-06,91.74966408118047
2021-10-07,91.56249050636032
2021-10-08,91.37531689628914
2021-10-09,91.18814327674234
2021-10-10,91.00096965464846
2021-10-11,90.81379603186993
2021-10-12,90.62662240890735
2021-10-13,90.43944878589531
2021-10-14,90.25227516286996
2021-10-15,90.06510153984104
2021-10-16,89.87792791681115
2021-10-17,89.69075429378101
2021-10-18,89.50358067075081
2021-10-19,89.31640704772059
2021-10-20,89.12923342469036
