date,forecast_sales
2021-09-29,35.88436808346188
2021-09-30,35.88436808346188
2021-10-01,35.88436808346188
2021-10-02,35.88436808346188
2021-10-03,35.88436808346188
2021-10-04,35.88436808346188
2021-10-05,35.88436808346188
2021-10-06,35.88436808346188
2021-10-07,35.88436808346188
2021-10-08,35.88436808346188
2021-10-09,35.88436808346188
2021-10-10,35.88436808346188
2021-10-11,35.88436808346188
2021-10-12,35.88436808346188
2021-10-13,35.88436808346188
2021-10-14,35.88436808346188
2021-10-15,35.88436808346188
2021-10-16,35.88436808346188
2021-10-17,35.88436808346188
2021-10-18,35.88436808346188
2021-10-19,35.88436808346188
2021-10-20,35.88436808346188
2021-10-21,35.88436808346188
2021-10-22,35.88436808346188
2021-10-23,35.88436808346188
2021-10-24,35.88436808346188
2021-10-25,35.88436808346188
2021-10-26,35.88436808346188
2021-10-27,35.88436808346188
2021-10-28,35.88436808346188
