date,forecast_sales
2021-09-30,64.23207348270861
2021-10-01,69.68158246347696
2021-10-02,74.56890758373873
2021-10-03,78.95204502152197
2021-10-04,82.88300793594907
2021-10-05,86.40844368920628
2021-10-06,89.57018739447743
2021-10-07,92.40575835860172
2021-10-08,94.94880531056684
2021-10-09,97.22950569920843
2021-10-10,99.27492379844189
2021-10-11,101.10933186953608
2021-10-12,102.75449819154947
2021-10-13,104.22994537788497
2021-10-14,105.55318204431585
2021-10-15,106.73991057760605
2021-10-16,107.80421347024262
2021-10-17,108.75872043244905
2021-10-18,109.61475826453986
2021-10-19,110.38248526809862
2021-10-20,111.07101179099041
2021-10-21,111.68850833667389
2021-10-22,112.24230252070846
2021-10-23,112.7389660250056
2021-10-24,113.18439258167976
2021-10-25,113.58386791190638
2021-10-26,113.94213244972647
2021-10-27,114.26343759511963
2021-10-28,114.5515961638808
2021-10-29,114.81002763297191
