date,forecast_sales
2021-09-29,203.11436620229497
2021-09-30,203.11436620229497
2021-10-01,203.11436620229497
2021-10-02,203.11436620229497
2021-10-03,203.11436620229497
2021-10-04,203.11436620229497
2021-10-05,203.11436620229497
2021-10-06,203.11436620229497
2021-10-07,203.11436620229497
2021-10-08,203.11436620229497
2021-10-09,203.11436620229497
2021-10-10,203.11436620229497
2021-10-11,203.11436620229497
2021-10-12,203.11436620229497
2021-10-13,203.11436620229497
2021-10-14,203.11436620229497
2021-10-15,203.11436620229497
2021-10-16,203.11436620229497
2021-10-17,203.11436620229497
2021-10-18,203.11436620229497
2021-10-19,203.11436620229497
2021-10-20,203.11436620229497
2021-10-21,203.11436620229497
2021-10-22,203.11436620229497
2021-10-23,203.11436620229497
2021-10-24,203.11436620229497
2021-10-25,203.11436620229497
2021-10-26,203.11436620229497
2021-10-27,203.11436620229497
2021-10-28,203.11436620229497
