date,forecast_sales
2021-09-29,28.378055313036324
2021-09-30,33.70017720092986
2021-10-01,38.35883613185558
2021-10-02,42.436740300879414
2021-10-03,46.00628738691981
2021-10-04,49.13084987572139
2021-10-05,51.865900152717636
2021-10-06,54.259995340286245
2021-10-07,56.35563936385204
2021-10-08,58.190037551656424
2021-10-09,59.795757165092645
2021-10-10,61.201305586430664
2021-10-11,62.43163642887339
2021-10-12,63.50859255424461
2021-10-13,64.45129386348906
2021-10-14,65.27647674468106
2021-10-15,65.99879120498248
2021-10-16,66.63106096172642
2021-10-17,67.18451111019252
2021-10-18,67.6689674100076
2021-10-19,68.09303072823236
2021-10-20,68.46422973613552
2021-10-21,68.78915457058032
2021-10-22,69.07357383300067
2021-10-23,69.3225370031257
2021-10-24,69.54046408567015
2021-10-25,69.73122408154617
2021-10-26,69.89820367674724
2021-10-27,70.04436736838221
2021-10-28,70.17231009531623
