date,forecast_sales
2021-09-30,23.428573368028992
2021-10-01,30.25445591770124
2021-10-02,29.10277110633772
2021-10-03,27.805051334925672
2021-10-04,27.510579585866754
2021-10-05,27.230741395004603
2021-10-06,26.824749940072344
2021-10-07,26.417387164920267
2021-10-08,26.025885773047193
2021-10-09,25.63449790349137
2021-10-10,25.241115983924647
2021-10-11,24.84772719285031
2021-10-12,24.454589060873495
2021-10-13,24.061450862728012
2021-10-14,23.668281159302385
2021-10-15,23.275111581066604
2021-10-16,22.881945962288157
2021-10-17,22.48878031308637
2021-10-18,22.09561416633035
2021-10-19,21.702448025244003
2021-10-20,21.30928194667458
2021-10-21,20.916115867160617
2021-10-22,20.52294977979236
2021-10-23,20.12978369257196
2021-10-24,19.73661760633822
2021-10-25,19.34345152008224
2021-10-26,18.950285433702327
2021-10-27,18.557119347325667
2021-10-28,18.163953260964576
2021-10-29,17.77078717460302
